"Gene","PC1","PC2"
"DESI1",0.00774129263200249,0.0134203932343011
"WDR36",-0.00215997484866248,0.0134189696930835
"H2AFY",0.00555241892657203,0.0134060539943835
"CTSF",-0.00903279968029345,-0.0134023500662286
"GPD2",0.00329455446625528,0.0134005315904309
"IPO11",0.00664591686115457,0.0133991183432187
"SMIM14",-0.00868638809644474,-0.0133909665361719
"TARDBP",0.00469072633914415,0.013379770683984
"RP11-206L10.2",-0.00124193201476195,-0.0133749686408808
"ZBED3",-0.000814851882256034,-0.0133704288998218
"HNF1B",0.0049518842504945,-0.0133697144952937
"CD24",0.00526518352795471,-0.0133665809953845
"NIPAL3",0.00217630868563663,-0.0133570088818592
"RAB3IL1",0.000539820456682959,0.0133558475291188
"LTB4R2",0.00368849532067935,-0.0133538607214955
"MAST4",-0.00351881349443197,-0.0133529813317234
"ING2",-0.00282170881897153,0.013347762739017
"SYNGR3",0.0038525000570994,-0.0133438120544262
"EZH1",0.00145818807970821,-0.0133434776766949
"BAIAP3",0.00344053119421178,-0.0133422170087637
"PNO1",-0.00343416080838785,0.0133272857747762
"ACADSB",-0.00609072157291608,-0.0133260799088717
"UBP1",0.00468316338725188,0.0133215458195774
"NINL",-0.00765627837805371,-0.0133204667145068
"MTERF3",-0.00659446434046448,0.0133200103376834
"RRP1",0.00365706964660551,0.0133199831646814
"SYT1",-0.00178830172097554,-0.0133181821454037
"USP24",-0.000470275214778051,0.0133170513119759
"GALNTL6",-0.00160887268270203,-0.0133162719978544
"SARAF",-0.00376227803738783,-0.013316206903758
"ALG3",0.00337083380980867,0.0133116560890031
"DNMT3A",-0.0077820231865849,-0.0133112265152946
"SARS",-0.000542396971720187,0.0133101837827625
"FN3K",0.000872585257513766,-0.0133067118739077
"LNPEP",-0.00357267868755996,0.0133045669902311
"TRIM67",0.0021903484586921,-0.0133028419733411
"RAB9A",-0.00563547761025093,0.0133028414603003
"TTC39A",0.00200932112481866,-0.0132897444411114
"URI1",-0.00886732859096915,0.0132876624008867
"1.9",0.00666320642637977,0.0132814690762232
"SF3A3",-0.00721615047107493,0.0132777187142341
"SPPL3",0.000308864385516567,-0.0132775057694372
"SRSF1",0.00101594735825461,0.0132717373092756
"TCOF1",0.00850538692530263,0.013269374140032
"HNRNPM",-0.00545470255228297,0.01326571380174
"ENOX2",0.00751998306649419,0.0132586838350518
"PTBP1",0.00257412567606919,0.0132569624667324
"ZPR1",-0.00605257258297647,0.0132553053360376
